expense_id,route_id,date,type,amount_eur,description
453,3801,2024-03-21,Toll,165.19,End candidate method every consider large.
454,3801,2024-03-21,Fine,76.96,Water action right.
455,10382,2023-03-23,Fuel,47.2,Player those career.
456,3746,2024-03-03,Fine,302.56,Trip billion total television interesting.
457,3746,2024-03-06,Fuel,486.8,Foot he inside reveal.
458,3746,2024-03-07,Maintenance,379.81,Community away simple through clear politics.
459,3746,2024-03-04,Fine,288.97,Poor leave fast that bar art.
460,9074,2024-06-09,Other,368.73,Despite scene parent live.
461,11362,2024-08-23,Fine,310.02,Property away option energy.
462,11362,2024-08-23,Fine,194.15,Former middle school.
463,11362,2024-08-20,Maintenance,225.16,Why member really over blue section.
464,11362,2024-08-23,Maintenance,355.12,Fish pick dinner.
465,8049,2023-07-03,Fine,158.87,Me event subject skill imagine huge.
466,8049,2023-07-02,Toll,205.24,Then production community deal get.
467,8049,2023-07-04,Toll,449.82,Amount character network their.
468,1386,2023-03-26,Other,145.46,Loss defense foreign section.
469,1386,2023-03-28,Fuel,65.64,Knowledge many place suggest.
470,1386,2023-03-28,Toll,246.22,Beautiful experience debate sound.
471,10183,2024-01-22,Other,483.43,Ground consumer run become.
472,4873,2024-05-21,Toll,483.3,American before name task company challenge.
473,4873,2024-05-19,Other,486.95,Various pass maybe concern again already.
474,4873,2024-05-18,Fine,234.66,Above surface dinner real.
475,736,2024-10-07,Toll,68.24,We land art quite however.
476,5713,2023-02-25,Toll,304.23,Early in dream rise computer that.
477,5713,2023-02-26,Maintenance,76.96,Sign young president dark economic argue.
478,5423,2024-09-22,Toll,235.16,Simply through suffer each without car.
479,5423,2024-09-19,Toll,285.22,Light stock war.
480,5423,2024-09-19,Maintenance,114.75,Wait son easy any character.
481,4013,2023-10-27,Fine,483.48,Life investment beautiful executive eight find.
482,2859,2024-06-26,Fuel,257.0,For power rule against happy your top.
483,2859,2024-06-26,Fuel,248.04,Guy southern personal.
484,9897,2024-05-23,Fuel,143.33,Teach with step idea me.
485,4537,2024-12-08,Other,327.13,Mean heavy leader area.
486,4537,2024-12-08,Fine,279.91,Theory information really cultural hair.
487,4537,2024-12-11,Other,202.34,Benefit easy note.
488,4581,2023-07-30,Toll,439.57,Feel I night writer listen.
489,7656,2024-01-13,Toll,401.95,Cell collection soldier.
490,7656,2024-01-11,Other,301.49,We effort hot sister once.
491,7656,2024-01-11,Toll,337.53,Nearly treatment black low area.
492,5999,2023-02-01,Fine,20.88,Picture line something.
493,885,2023-12-08,Toll,438.87,Prevent government throughout create employee six.
494,885,2023-12-06,Other,123.76,Very peace security for suddenly.
495,885,2023-12-08,Fuel,270.07,Bed pattern break others.
496,9027,2023-01-24,Toll,42.57,Must before easy fund government thousand.
497,9027,2023-01-27,Other,289.69,South south push.
498,9027,2023-01-23,Fine,58.74,Land research effort.
499,9027,2023-01-25,Other,275.72,Language dog tree.
500,3234,2023-09-10,Fine,30.46,Wish growth result beat family.
501,3234,2023-09-07,Toll,150.27,Provide able anything people start box.
502,3234,2023-09-07,Maintenance,214.9,As especially evening.
503,5602,2023-04-28,Fuel,314.6,Read traditional moment research approach.
504,5602,2023-04-28,Maintenance,96.69,Number often relationship dinner series.
505,5602,2023-04-25,Fine,455.98,Card authority hair opportunity.
506,5602,2023-04-27,Fine,125.2,Paper but attack process including program.
507,2418,2023-05-17,Other,454.54,Forward civil process available send idea.
508,2418,2023-05-21,Maintenance,94.96,Foreign save arm.
509,2418,2023-05-19,Maintenance,107.48,Pick his better political.
510,2418,2023-05-19,Toll,377.37,Maybe lead attorney respond.
511,5359,2024-07-01,Maintenance,78.65,Effect fast all later.
512,5359,2024-06-28,Maintenance,312.41,Task rate as strategy energy myself.
513,5359,2024-06-27,Fine,465.73,Plan wife goal.
514,5359,2024-06-27,Other,323.88,Live seat American.
515,11010,2023-02-20,Maintenance,58.45,Author begin next inside can trouble.
516,11010,2023-02-17,Fine,90.52,Heart admit family hospital place person.
517,4949,2023-09-15,Toll,346.5,National reflect again form sell.
518,5934,2023-09-12,Toll,264.63,Support wait quite.
519,5934,2023-09-10,Maintenance,214.1,Line take door ten.
520,2920,2024-08-22,Maintenance,322.4,Apply everything cause.
521,10839,2024-05-04,Fine,360.23,Much be or often.
522,5599,2023-03-02,Fine,478.21,What clear water official onto.
523,5599,2023-03-05,Fine,36.99,Return may rest.
524,5599,2023-03-03,Other,321.69,Region reduce Congress six kitchen.
525,5599,2023-03-03,Toll,409.63,Theory sure marriage instead.
526,3699,2023-12-17,Fine,419.2,Five respond water top own.
527,3699,2023-12-18,Fuel,400.74,Per worry animal customer between.
528,3699,2023-12-17,Other,294.22,Answer whether vote whole.
529,3699,2023-12-18,Other,317.75,Place although high take.
530,12168,2024-03-07,Maintenance,452.14,Everyone not discussion culture glass process.
531,12168,2024-03-08,Other,388.81,Surface off almost south.
532,12168,2024-03-07,Toll,430.21,Form place five reach low.
533,9956,2024-05-23,Fuel,348.91,Important since must account direction heart.
534,14085,2024-03-19,Maintenance,235.05,Firm site wife ever cost.
535,6881,2023-09-23,Other,192.96,Play receive provide fund everybody.
536,6881,2023-09-24,Fine,86.33,Friend approach building quality than baby.
537,6881,2023-09-22,Fine,273.36,Represent common room personal teacher.
538,6881,2023-09-21,Maintenance,51.56,Back get likely throughout.
539,9159,2024-05-06,Maintenance,77.68,Account fear church society.
540,10217,2023-04-14,Fine,466.75,Newspaper meet painting identify.
541,10217,2023-04-15,Maintenance,394.73,Most stay market government country space past.
542,10217,2023-04-14,Other,247.87,Debate wide activity view never.
543,4402,2023-03-06,Fine,269.26,To possible voice high painting.
544,4402,2023-03-05,Other,430.37,May summer smile difficult old matter.
545,4402,2023-03-04,Toll,321.76,Always leave trade.
546,4402,2023-03-04,Maintenance,432.13,Worker likely base agree.
547,10805,2023-09-25,Other,482.72,Develop stay claim doctor represent.
548,5932,2023-12-30,Other,114.06,Ground build set nation.
549,5932,2024-01-02,Toll,220.37,Sense that great continue think.
550,1523,2024-08-21,Fine,279.32,Doctor nor likely medical newspaper.
551,1523,2024-08-22,Fine,487.64,Tv either never.
552,1523,2024-08-22,Other,408.99,Season official then herself.
553,1523,2024-08-21,Toll,213.52,Decision trouble investment still interview health.
554,11307,2024-07-29,Fine,339.62,Short imagine party.
555,11307,2024-07-31,Fuel,215.95,Structure song choice star word opportunity.
556,2563,2024-01-18,Fuel,285.34,Civil to account.
557,2563,2024-01-17,Toll,330.31,Truth economic training Republican health stop.
558,2563,2024-01-21,Fine,459.78,Role test enjoy blue I.
559,2563,2024-01-20,Fuel,462.24,Side issue money decide edge enjoy.
560,2129,2024-10-12,Fine,496.47,Good result sure data bring too.
561,2129,2024-10-12,Fine,428.9,Cause song defense west out garden.
562,2129,2024-10-11,Other,448.34,Whose pass American worker every claim.
563,1087,2024-12-23,Toll,137.88,Rock girl crime.
564,1963,2024-03-20,Other,476.59,Tonight service other affect admit.
565,1963,2024-03-19,Maintenance,175.99,Project thus base black one light than.
566,5621,2023-05-20,Fuel,434.5,Animal both performance level try.
567,5621,2023-05-20,Toll,378.52,Town step environmental sister.
568,14991,2023-12-06,Fine,355.67,Base yes fire.
569,14991,2023-12-07,Toll,468.09,Analysis reduce wall among describe Mr.
570,12838,2023-10-04,Fuel,343.18,Somebody attention medical speech.
571,12838,2023-10-01,Other,392.06,Strategy design race each career.
572,3066,2024-10-11,Maintenance,226.9,Look where determine dream.
573,3066,2024-10-11,Toll,308.32,Throughout factor two without.
574,3066,2024-10-14,Toll,72.6,Manage suffer gas step.
575,12723,2023-01-10,Maintenance,271.25,Executive cup admit occur guy.
576,12723,2023-01-08,Fine,129.25,Go option gas join.
577,12723,2023-01-06,Toll,326.63,Budget someone that.
578,12723,2023-01-08,Other,93.83,Walk whose our activity hour apply.
579,13287,2024-04-26,Toll,151.68,Threat call network.
580,13287,2024-04-24,Fuel,182.84,Themselves entire in their chance.
581,13287,2024-04-27,Toll,356.17,Make floor indeed under protect.
582,3616,2024-11-28,Fine,293.09,People heart language.
583,3616,2024-11-28,Fine,33.27,Stay character person since smile wall.
584,3616,2024-11-30,Other,181.71,Fast successful beat how.
585,3616,2024-11-29,Toll,349.7,Stand approach land.
586,11374,2023-07-29,Other,101.25,Town scene benefit ahead.
587,12364,2024-02-15,Fuel,238.12,Imagine hundred stand morning view.
588,12364,2024-02-14,Toll,196.02,Democrat peace event scene also live.
589,8291,2024-12-02,Fine,249.9,Open inside situation real factor game.
590,8291,2024-12-01,Fine,214.76,Artist simply food job.
591,8291,2024-11-29,Fuel,269.26,Hour break dog.
592,9069,2023-06-20,Other,104.64,East smile market wall matter follow.
593,9069,2023-06-20,Maintenance,54.73,Run hit according mind station.
594,9069,2023-06-17,Maintenance,464.22,Behavior only us tree include doctor.
595,9069,2023-06-21,Toll,187.39,Level quite remain his across.
596,1347,2023-02-15,Fine,413.25,Hundred stand hair.
597,1347,2023-02-11,Fuel,459.64,Nature across director nice few.
598,8770,2024-09-18,Fine,217.67,Red with consider weight training any.
599,8770,2024-09-18,Other,419.08,Style Mrs modern letter follow.
600,8770,2024-09-17,Maintenance,409.04,Laugh movement speech.
601,11194,2023-12-17,Fine,487.55,Hold benefit wall sure run wish.
602,11194,2023-12-15,Toll,59.52,Week read box.
603,3571,2024-08-01,Toll,278.77,Let society firm feeling.
604,3571,2024-08-01,Fine,182.03,With cultural wonder.
605,3571,2024-07-30,Fine,426.14,Wife board while.
606,1122,2023-07-21,Maintenance,242.0,Third whether treatment.
607,1122,2023-07-19,Toll,298.84,Drop old pressure.
608,1534,2023-01-08,Other,316.61,Identify student billion character.
609,1534,2023-01-11,Other,330.14,Often wish agency.
610,2944,2023-03-04,Maintenance,351.22,Range same political last walk computer.
611,2944,2023-03-04,Toll,152.55,Structure pressure me often toward first.
612,2944,2023-02-28,Other,209.4,Hear far man door home.
613,11829,2024-11-01,Fuel,237.07,Person rather student bed.
614,9361,2023-02-16,Maintenance,51.56,Hard unit herself across from.
615,9361,2023-02-16,Fuel,29.15,Action control public before not.
616,9361,2023-02-20,Fine,353.52,Among knowledge mean truth real her.
617,7013,2023-11-11,Maintenance,186.18,Ok develop in our reason.
618,7013,2023-11-11,Maintenance,167.98,Ahead without commercial peace PM themselves.
619,7013,2023-11-07,Fuel,456.14,Religious yes think military.
620,7013,2023-11-10,Fine,100.32,Few hear together upon.
621,6889,2024-08-21,Fuel,467.21,Anything pressure you weight somebody.
622,6889,2024-08-23,Maintenance,159.0,Magazine east guess nice environment.
623,11337,2023-04-24,Fine,346.47,Edge yeah show create skin.
624,11337,2023-04-23,Maintenance,461.29,Particular knowledge job author.
625,11337,2023-04-24,Fuel,330.09,Purpose phone hard.
626,11337,2023-04-22,Other,462.05,Camera attack development alone.
627,12465,2023-05-06,Maintenance,315.22,Ability modern example someone for recognize.
628,12465,2023-05-05,Fuel,447.1,And look when sport.
629,12465,2023-05-04,Fine,101.79,Travel smile seven.
630,12465,2023-05-04,Maintenance,243.54,Treatment health respond year country.
631,14943,2023-07-04,Other,351.37,Sure international run response study include.
632,14943,2023-07-06,Toll,174.79,Happy plan sport.
633,14943,2023-07-03,Maintenance,243.5,Picture agent black.
634,14943,2023-07-06,Fuel,213.62,Leave society table let box protect.
635,4246,2023-01-10,Other,469.53,Southern treat tax reason.
636,4246,2023-01-10,Other,89.88,Focus peace down.
637,1633,2024-07-17,Toll,40.79,Turn data structure no head.
638,4063,2024-03-22,Other,127.54,Get policy chance.
639,4063,2024-03-19,Fine,151.41,Cup fine sign whom.
640,4063,2024-03-20,Fine,294.87,Mrs part find.
641,4063,2024-03-23,Toll,190.53,Sound know society call.
642,9376,2023-05-11,Other,459.42,Left born pretty look matter wide.
643,13010,2024-06-11,Fine,286.69,Way check road.
644,13010,2024-06-11,Other,64.2,Bit high low wrong.
645,13010,2024-06-12,Other,489.61,Idea oil shake coach assume.
646,13010,2024-06-10,Maintenance,257.62,Main truth fish.
647,11888,2023-05-11,Fine,138.39,Face through he.
648,11888,2023-05-11,Maintenance,96.74,Receive realize family.
649,11888,2023-05-12,Maintenance,54.37,Ready car agency order.
650,12460,2024-09-16,Fuel,399.65,Study coach responsibility present identify mean.
651,5768,2023-02-02,Fuel,26.93,Student baby scientist add.
652,3015,2024-12-05,Toll,58.07,Hospital six necessary ago Democrat.
653,10472,2023-09-10,Fuel,114.66,Should less he energy quickly information.
654,10472,2023-09-13,Fine,240.18,Campaign cause trial quickly camera for.
655,3729,2023-01-17,Fuel,364.22,Memory when building both.
656,3729,2023-01-18,Toll,494.0,Stock couple red six yet end.
657,3729,2023-01-18,Fuel,144.43,Social drive whom good.
658,3729,2023-01-21,Fine,24.37,Usually bit middle along.
659,13318,2024-05-18,Toll,132.16,Source police allow cut security.
660,13318,2024-05-18,Fine,88.18,Executive stay wide training.
661,13318,2024-05-17,Toll,195.93,Protect three movement.
662,13318,2024-05-16,Toll,473.72,More occur beyond various bill though.
663,3853,2024-07-01,Fuel,182.32,General marriage good memory high move.
664,3853,2024-06-30,Other,253.26,Public use center again.
665,3853,2024-07-03,Fuel,221.89,Because sound rest adult.
666,3853,2024-06-29,Maintenance,294.02,Once list tend my forward case.
667,6162,2023-05-21,Other,222.76,President yeah so stuff PM.
668,100,2024-05-16,Other,188.53,Approach pressure would cause page she.
669,12062,2023-07-08,Toll,291.21,Maintain different trip billion.
670,12062,2023-07-08,Fine,92.79,Protect behavior business who.
671,12062,2023-07-12,Other,349.63,Ten guess cause sign including single.
672,8123,2023-12-29,Fuel,400.42,Without artist know certainly east.
673,8123,2023-12-29,Toll,198.33,Attention until stay later.
674,14316,2024-02-24,Other,254.02,Always campaign coach service.
675,11821,2024-05-04,Maintenance,295.22,Ok company policy.
676,11821,2024-05-05,Toll,177.51,Goal fish trouble choice sense thousand.
677,11821,2024-05-06,Maintenance,292.44,Laugh story news fire able hot.
678,11821,2024-05-05,Toll,198.83,Something kitchen hold scientist expert.
679,8374,2024-01-18,Fuel,265.57,Teach others difference.
680,8374,2024-01-17,Fine,348.68,Your might raise more control civil.
681,8374,2024-01-15,Fine,331.72,South event offer then situation.
682,1036,2023-06-21,Fine,119.95,She analysis good.
683,14618,2023-03-30,Fine,68.31,Beat over economy toward toward.
684,14618,2023-03-27,Maintenance,51.76,Back require building remain smile air.
685,1745,2023-09-12,Toll,283.04,Young likely two debate southern different.
686,1745,2023-09-09,Toll,293.67,Improve glass wrong hot.
687,1745,2023-09-11,Other,193.96,Range camera specific actually.
688,4897,2024-10-05,Fuel,54.62,Area consumer cost table.
689,4897,2024-10-09,Toll,212.94,Give chair name decision control.
690,10476,2023-10-12,Fuel,440.42,Note realize my why sound.
